Time	[STAT5]	[STAT5p]	[STAT5p2c]	[data1]	[data2]	[frac_v1]	[frac_v2]	[frac_v4]	[STAT5p2n]	[frac_v3]	Values[r4]	Values[D]	Values[smooth_D]	Values[smooth_D_slope]	Values[smooth_D_offset]
52.74	0.788915	0.121526	0.00436637	0.130259	0.919174	0.788915	0.121526	0.0808261	0.040413	0.00873274	1	1	0.0601762	3.47033	0.449372	0.00844338	1.8481	0.449372	1	0.00844338	-0.001163	0.06978
52.8	0.789652	0.121196	0.00434332	0.129883	0.919535	0.789652	0.121196	0.0804652	0.0402326	0.00868664	1	1	0.0601762	3.47033	0.449372	0.0083736	1.8481	0.449372	1	0.0083736	-0.001163	0.06978
52.86	0.790389	0.120866	0.00432027	0.129506	0.919896	0.790389	0.120866	0.0801045	0.0400522	0.00864053	1	1	0.0601762	3.47033	0.449372	0.00830382	1.8481	0.449372	1	0.00830382	-0.001163	0.06978
52.92	0.791128	0.120534	0.00429721	0.129128	0.920256	0.791128	0.120534	0.0797439	0.0398719	0.00859442	1	1	0.0601762	3.47033	0.449372	0.00823404	1.8481	0.449372	1	0.00823404	-0.001163	0.06978
52.98	0.791867	0.120201	0.00427415	0.12875	0.920617	0.791867	0.120201	0.0793834	0.0396917	0.0085483	1	1	0.0601762	3.47033	0.449372	0.00816426	1.8481	0.449372	1	0.00816426	-0.001163	0.06978
53.04	0.792607	0.119867	0.00425108	0.12837	0.920977	0.792607	0.119867	0.079023	0.0395115	0.00850217	1	1	0.0601762	3.47033	0.449372	0.00809448	1.8481	0.449372	1	0.00809448	-0.001163	0.06978
53.1	0.793349	0.119533	0.00422801	0.127989	0.921337	0.793349	0.119533	0.0786627	0.0393314	0.00845603	1	1	0.0601762	3.47033	0.449372	0.0080247	1.8481	0.449372	1	0.0080247	-0.001163	0.06978
53.16	0.794091	0.119197	0.00420494	0.127607	0.921697	0.794091	0.119197	0.0783025	0.0391513	0.00840987	1	1	0.0601762	3.47033	0.449372	0.00795492	1.8481	0.449372	1	0.00795492	-0.001163	0.06978
53.22	0.794834	0.11886	0.00418185	0.127223	0.922058	0.794834	0.11886	0.0779425	0.0389712	0.00836371	1	1	0.0601762	3.47033	0.449372	0.00788514	1.8481	0.449372	1	0.00788514	-0.001163	0.06978
53.28	0.795578	0.118521	0.00415876	0.126839	0.922417	0.795578	0.118521	0.0775825	0.0387913	0.00831752	1	1	0.0601762	3.47033	0.449372	0.00781536	1.8481	0.449372	1	0.00781536	-0.001163	0.06978
53.34	0.796324	0.118182	0.00413566	0.126454	0.922777	0.796324	0.118182	0.0772226	0.0386113	0.00827132	1	1	0.0601762	3.47033	0.449372	0.00774558	1.8481	0.449372	1	0.00774558	-0.001163	0.06978
53.4	0.79707	0.117842	0.00411255	0.126067	0.923137	0.79707	0.117842	0.0768628	0.0384314	0.0082251	1	1	0.0601762	3.47033	0.449372	0.0076758	1.8481	0.449372	1	0.0076758	-0.001163	0.06978
53.46	0.797818	0.1175	0.00408943	0.125679	0.923497	0.797818	0.1175	0.0765031	0.0382515	0.00817887	1	1	0.0601762	3.47033	0.449372	0.00760602	1.8481	0.449372	1	0.00760602	-0.001163	0.06978
53.52	0.798567	0.117157	0.00406631	0.12529	0.923857	0.798567	0.117157	0.0761434	0.0380717	0.00813261	1	1	0.0601762	3.47033	0.449372	0.00753624	1.8481	0.449372	1	0.00753624	-0.001163	0.06978
53.58	0.799316	0.116813	0.00404317	0.1249	0.924216	0.799316	0.116813	0.0757838	0.0378919	0.00808633	1	1	0.0601762	3.47033	0.449372	0.00746646	1.8481	0.449372	1	0.00746646	-0.001163	0.06978
53.64	0.800067	0.116468	0.00402002	0.124508	0.924576	0.800067	0.116468	0.0754243	0.0377121	0.00804003	1	1	0.0601762	3.47033	0.449372	0.00739668	1.8481	0.449372	1	0.00739668	-0.001163	0.06978
53.7	0.80082	0.116122	0.00399686	0.124116	0.924935	0.80082	0.116122	0.0750648	0.0375324	0.00799371	1	1	0.0601762	3.47033	0.449372	0.0073269	1.8481	0.449372	1	0.0073269	-0.001163	0.06978
53.76	0.801573	0.115774	0.00397368	0.123722	0.925295	0.801573	0.115774	0.0747053	0.0373527	0.00794737	1	1	0.0601762	3.47033	0.449372	0.00725712	1.8481	0.449372	1	0.00725712	-0.001163	0.06978
53.82	0.802328	0.115425	0.0039505	0.123326	0.925654	0.802328	0.115425	0.0743459	0.037173	0.007901	1	1	0.0601762	3.47033	0.449372	0.00718734	1.8481	0.449372	1	0.00718734	-0.001163	0.06978
53.88	0.803084	0.115075	0.0039273	0.12293	0.926013	0.803084	0.115075	0.0739865	0.0369933	0.00785461	1	1	0.0601762	3.47033	0.449372	0.00711756	1.8481	0.449372	1	0.00711756	-0.001163	0.06978
53.94	0.803841	0.114724	0.00390409	0.122532	0.926373	0.803841	0.114724	0.0736272	0.0368136	0.00780819	1	1	0.0601762	3.47033	0.449372	0.00704778	1.8481	0.449372	1	0.00704778	-0.001163	0.06978
54	0.804599	0.114371	0.00388087	0.122133	0.926732	0.804599	0.114371	0.0732678	0.0366339	0.00776174	1	1	0.0601762	3.47033	0.449372	0.006978	1.8481	0.449372	1	0.006978	-0.001163	0.06978
54.06	0.805359	0.114017	0.00385763	0.121732	0.927091	0.805359	0.114017	0.0729085	0.0364543	0.00771527	1	1	0.0601762	3.47033	0.449372	0.00690822	1.8481	0.449372	1	0.00690822	-0.001163	0.06978
54.12	0.80612	0.113662	0.00383438	0.12133	0.927451	0.80612	0.113662	0.0725492	0.0362746	0.00766877	1	1	0.0601762	3.47033	0.449372	0.00683844	1.8481	0.449372	1	0.00683844	-0.001163	0.06978
54.18	0.806883	0.113305	0.00381112	0.120927	0.92781	0.806883	0.113305	0.0721899	0.036095	0.00762224	1	1	0.0601762	3.47033	0.449372	0.00676866	1.8481	0.449372	1	0.00676866	-0.001163	0.06978
54.24	0.807647	0.112947	0.00378784	0.120522	0.928169	0.807647	0.112947	0.0718306	0.0359153	0.00757568	1	1	0.0601762	3.47033	0.449372	0.00669888	1.8481	0.449372	1	0.00669888	-0.001163	0.06978
54.3	0.808412	0.112587	0.00376455	0.120116	0.928529	0.808412	0.112587	0.0714713	0.0357356	0.0075291	1	1	0.0601762	3.47033	0.449372	0.0066291	1.8481	0.449372	1	0.0066291	-0.001163	0.06978
54.36	0.809179	0.112226	0.00374124	0.119709	0.928888	0.809179	0.112226	0.071112	0.035556	0.00748249	1	1	0.0601762	3.47033	0.449372	0.00655932	1.8481	0.449372	1	0.00655932	-0.001163	0.06978
54.42	0.809947	0.111864	0.00371792	0.1193	0.929247	0.809947	0.111864	0.0707526	0.0353763	0.00743584	1	1	0.0601762	3.47033	0.449372	0.00648954	1.8481	0.449372	1	0.00648954	-0.001163	0.06978
54.48	0.810717	0.111501	0.00369459	0.11889	0.929607	0.810717	0.111501	0.0703932	0.0351966	0.00738917	1	1	0.0601762	3.47033	0.449372	0.00641976	1.8481	0.449372	1	0.00641976	-0.001163	0.06978
54.54	0.811488	0.111135	0.00367124	0.118478	0.929966	0.811488	0.111135	0.0700338	0.0350169	0.00734247	1	1	0.0601762	3.47033	0.449372	0.00634998	1.8481	0.449372	1	0.00634998	-0.001163	0.06978
54.6	0.812261	0.110769	0.00364787	0.118065	0.930326	0.812261	0.110769	0.0696744	0.0348372	0.00729574	1	1	0.0601762	3.47033	0.449372	0.0062802	1.8481	0.449372	1	0.0062802	-0.001163	0.06978
54.66	0.813035	0.110401	0.00362449	0.11765	0.930685	0.813035	0.110401	0.0693149	0.0346574	0.00724898	1	1	0.0601762	3.47033	0.449372	0.00621042	1.8481	0.449372	1	0.00621042	-0.001163	0.06978
54.72	0.813811	0.110031	0.00360109	0.117234	0.931045	0.813811	0.110031	0.0689553	0.0344777	0.00720218	1	1	0.0601762	3.47033	0.449372	0.00614064	1.8481	0.449372	1	0.00614064	-0.001163	0.06978
54.78	0.814588	0.10966	0.00357768	0.116816	0.931404	0.814588	0.10966	0.0685958	0.0342979	0.00715536	1	1	0.0601762	3.47033	0.449372	0.00607086	1.8481	0.449372	1	0.00607086	-0.001163	0.06978
54.84	0.815367	0.109288	0.00355425	0.116396	0.931764	0.815367	0.109288	0.0682361	0.0341181	0.0071085	1	1	0.0601762	3.47033	0.449372	0.00600108	1.8481	0.449372	1	0.00600108	-0.001163	0.06978
54.9	0.816148	0.108914	0.00353081	0.115976	0.932124	0.816148	0.108914	0.0678764	0.0339382	0.00706162	1	1	0.0601762	3.47033	0.449372	0.0059313	1.8481	0.449372	1	0.0059313	-0.001163	0.06978
54.96	0.81693	0.108538	0.00350735	0.115553	0.932483	0.81693	0.108538	0.0675166	0.0337583	0.0070147	1	1	0.0601762	3.47033	0.449372	0.00586152	1.8481	0.449372	1	0.00586152	-0.001163	0.06978
55.02	0.817714	0.108161	0.00348388	0.115129	0.932843	0.817714	0.108161	0.0671568	0.0335784	0.00696776	1	1	0.0601762	3.47033	0.449372	0.00579174	1.8481	0.449372	1	0.00579174	-0.001163	0.06978
55.08	0.8185	0.107783	0.00346039	0.114703	0.933203	0.8185	0.107783	0.0667969	0.0333984	0.00692078	1	1	0.0601762	3.47033	0.449372	0.00572196	1.8481	0.449372	1	0.00572196	-0.001163	0.06978
55.14	0.819287	0.107402	0.00343688	0.114276	0.933563	0.819287	0.107402	0.0664369	0.0332184	0.00687377	1	1	0.0601762	3.47033	0.449372	0.00565218	1.8481	0.449372	1	0.00565218	-0.001163	0.06978
55.2	0.820076	0.10702	0.00341337	0.113847	0.933923	0.820076	0.10702	0.0660768	0.0330384	0.00682673	1	1	0.0601762	3.47033	0.449372	0.0055824	1.8481	0.449372	1	0.0055824	-0.001163	0.06978
55.26	0.820867	0.106637	0.00338983	0.113417	0.934283	0.820867	0.106637	0.0657166	0.0328583	0.00677966	1	1	0.0601762	3.47033	0.449372	0.00551262	1.8481	0.449372	1	0.00551262	-0.001163	0.06978
55.32	0.821659	0.106252	0.00336628	0.112984	0.934644	0.821659	0.106252	0.0653564	0.0326782	0.00673256	1	1	0.0601762	3.47033	0.449372	0.00544284	1.8481	0.449372	1	0.00544284	-0.001163	0.06978
55.38	0.822453	0.105865	0.00334271	0.112551	0.935004	0.822453	0.105865	0.064996	0.032498	0.00668543	1	1	0.0601762	3.47033	0.449372	0.00537306	1.8481	0.449372	1	0.00537306	-0.001163	0.06978
55.44	0.823249	0.105477	0.00331913	0.112115	0.935364	0.823249	0.105477	0.0646356	0.0323178	0.00663827	1	1	0.0601762	3.47033	0.449372	0.00530328	1.8481	0.449372	1	0.00530328	-0.001163	0.06978
55.5	0.824047	0.105087	0.00329554	0.111678	0.935725	0.824047	0.105087	0.064275	0.0321375	0.00659107	1	1	0.0601762	3.47033	0.449372	0.0052335	1.8481	0.449372	1	0.0052335	-0.001163	0.06978
55.56	0.824847	0.104695	0.00327193	0.111239	0.936086	0.824847	0.104695	0.0639143	0.0319572	0.00654385	1	1	0.0601762	3.47033	0.449372	0.00516372	1.8481	0.449372	1	0.00516372	-0.001163	0.06978
55.62	0.825648	0.104301	0.0032483	0.110798	0.936446	0.825648	0.104301	0.0635536	0.0317768	0.0064966	1	1	0.0601762	3.47033	0.449372	0.00509394	1.8481	0.449372	1	0.00509394	-0.001163	0.06978
55.68	0.826452	0.103906	0.00322466	0.110356	0.936807	0.826452	0.103906	0.0631927	0.0315963	0.00644932	1	1	0.0601762	3.47033	0.449372	0.00502416	1.8481	0.449372	1	0.00502416	-0.001163	0.06978
55.74	0.827257	0.103509	0.00320101	0.109911	0.937168	0.827257	0.103509	0.0628317	0.0314158	0.00640201	1	1	0.0601762	3.47033	0.449372	0.00495438	1.8481	0.449372	1	0.00495438	-0.001163	0.06978
55.8	0.828064	0.103111	0.00317734	0.109465	0.937529	0.828064	0.103111	0.0624706	0.0312353	0.00635467	1	1	0.0601762	3.47033	0.449372	0.0048846	1.8481	0.449372	1	0.0048846	-0.001163	0.06978
55.86	0.828873	0.10271	0.00315365	0.109017	0.937891	0.828873	0.10271	0.0621093	0.0310547	0.00630731	1	1	0.0601762	3.47033	0.449372	0.00481482	1.8481	0.449372	1	0.00481482	-0.001163	0.06978
55.92	0.829684	0.102308	0.00312996	0.108568	0.938252	0.829684	0.102308	0.0617479	0.030874	0.00625991	1	1	0.0601762	3.47033	0.449372	0.00474504	1.8481	0.449372	1	0.00474504	-0.001163	0.06978
55.98	0.830497	0.101904	0.00310624	0.108116	0.938614	0.830497	0.101904	0.0613865	0.0306932	0.00621249	1	1	0.0601762	3.47033	0.449372	0.00467526	1.8481	0.449372	1	0.00467526	-0.001163	0.06978
56.04	0.831312	0.101498	0.00308252	0.107663	0.938975	0.831312	0.101498	0.0610248	0.0305124	0.00616504	1	1	0.0601762	3.47033	0.449372	0.00460548	1.8481	0.449372	1	0.00460548	-0.001163	0.06978
56.1	0.832129	0.10109	0.00305878	0.107208	0.939337	0.832129	0.10109	0.0606631	0.0303315	0.00611756	1	1	0.0601762	3.47033	0.449372	0.0045357	1.8481	0.449372	1	0.0045357	-0.001163	0.06978
56.16	0.832948	0.100681	0.00303503	0.106751	0.939699	0.832948	0.100681	0.0603012	0.0301506	0.00607006	1	1	0.0601762	3.47033	0.449372	0.00446592	1.8481	0.449372	1	0.00446592	-0.001163	0.06978
56.22	0.833769	0.100269	0.00301126	0.106292	0.940061	0.833769	0.100269	0.0599392	0.0299696	0.00602253	1	1	0.0601762	3.47033	0.449372	0.00439614	1.8481	0.449372	1	0.00439614	-0.001163	0.06978
56.28	0.834592	0.0998557	0.00298749	0.105831	0.940423	0.834592	0.0998557	0.059577	0.0297885	0.00597497	1	1	0.0601762	3.47033	0.449372	0.00432636	1.8481	0.449372	1	0.00432636	-0.001163	0.06978
56.34	0.835417	0.0994404	0.0029637	0.105368	0.940785	0.835417	0.0994404	0.0592147	0.0296074	0.00592739	1	1	0.0601762	3.47033	0.449372	0.00425658	1.8481	0.449372	1	0.00425658	-0.001163	0.06978
56.4	0.836245	0.0990232	0.00293989	0.104903	0.941148	0.836245	0.0990232	0.0588523	0.0294261	0.00587979	1	1	0.0601762	3.47033	0.449372	0.0041868	1.8481	0.449372	1	0.0041868	-0.001163	0.06978
56.46	0.837074	0.098604	0.00291608	0.104436	0.94151	0.837074	0.098604	0.0584897	0.0292449	0.00583216	1	1	0.0601762	3.47033	0.449372	0.00411702	1.8481	0.449372	1	0.00411702	-0.001163	0.06978
56.52	0.837906	0.0981829	0.00289225	0.103967	0.941873	0.837906	0.0981829	0.058127	0.0290635	0.00578451	1	1	0.0601762	3.47033	0.449372	0.00404724	1.8481	0.449372	1	0.00404724	-0.001163	0.06978
56.58	0.838739	0.0977598	0.00286842	0.103497	0.942236	0.838739	0.0977598	0.0577641	0.0288821	0.00573683	1	1	0.0601762	3.47033	0.449372	0.00397746	1.8481	0.449372	1	0.00397746	-0.001163	0.06978
56.64	0.839575	0.0973346	0.00284457	0.103024	0.942599	0.839575	0.0973346	0.0574011	0.0287006	0.00568914	1	1	0.0601762	3.47033	0.449372	0.00390768	1.8481	0.449372	1	0.00390768	-0.001163	0.06978
56.7	0.840413	0.0969075	0.00282071	0.102549	0.942962	0.840413	0.0969075	0.057038	0.028519	0.00564142	1	1	0.0601762	3.47033	0.449372	0.0038379	1.8481	0.449372	1	0.0038379	-0.001163	0.06978
56.76	0.841253	0.0964782	0.00279684	0.102072	0.943325	0.841253	0.0964782	0.0566747	0.0283373	0.00559368	1	1	0.0601762	3.47033	0.449372	0.00376812	1.8481	0.449372	1	0.00376812	-0.001163	0.06978
56.82	0.842096	0.096047	0.00277296	0.101593	0.943689	0.842096	0.096047	0.0563112	0.0281556	0.00554592	1	1	0.0601762	3.47033	0.449372	0.00369834	1.8481	0.449372	1	0.00369834	-0.001163	0.06978
56.88	0.842941	0.0956136	0.00274907	0.101112	0.944052	0.842941	0.0956136	0.0559477	0.0279738	0.00549814	1	1	0.0601762	3.47033	0.449372	0.00362856	1.8481	0.449372	1	0.00362856	-0.001163	0.06978
56.94	0.843788	0.0951781	0.00272517	0.100628	0.944416	0.843788	0.0951781	0.0555839	0.027792	0.00545035	1	1	0.0601762	3.47033	0.449372	0.00355878	1.8481	0.449372	1	0.00355878	-0.001163	0.06978
57	0.844637	0.0947405	0.00270127	0.100143	0.94478	0.844637	0.0947405	0.0552201	0.02761	0.00540253	1	1	0.0601762	3.47033	0.449372	0.003489	1.8481	0.449372	1	0.003489	-0.001163	0.06978
57.06	0.845489	0.0943007	0.00267735	0.0996554	0.945144	0.845489	0.0943007	0.054856	0.027428	0.0053547	1	1	0.0601762	3.47033	0.449372	0.00341922	1.8481	0.449372	1	0.00341922	-0.001163	0.06978
57.12	0.846342	0.0938588	0.00265343	0.0991656	0.945508	0.846342	0.0938588	0.0544919	0.0272459	0.00530685	1	1	0.0601762	3.47033	0.449372	0.00334944	1.8481	0.449372	1	0.00334944	-0.001163	0.06978
57.18	0.847199	0.0934147	0.0026295	0.0986737	0.945872	0.847199	0.0934147	0.0541276	0.0270638	0.00525899	1	1	0.0601762	3.47033	0.449372	0.00327966	1.8481	0.449372	1	0.00327966	-0.001163	0.06978
57.24	0.848057	0.0929683	0.00260556	0.0981794	0.946237	0.848057	0.0929683	0.0537631	0.0268816	0.00521111	1	1	0.0601762	3.47033	0.449372	0.00320988	1.8481	0.449372	1	0.00320988	-0.001163	0.06978
57.3	0.848919	0.0925197	0.00258161	0.097683	0.946601	0.848919	0.0925197	0.0533985	0.0266993	0.00516322	1	1	0.0601762	3.47033	0.449372	0.0031401	1.8481	0.449372	1	0.0031401	-0.001163	0.06978
57.36	0.849782	0.0920689	0.00255766	0.0971842	0.946966	0.849782	0.0920689	0.0530338	0.0265169	0.00511532	1	1	0.0601762	3.47033	0.449372	0.00307032	1.8481	0.449372	1	0.00307032	-0.001163	0.06978
57.42	0.850648	0.0916158	0.0025337	0.0966832	0.947331	0.850648	0.0916158	0.0526689	0.0263345	0.00506741	1	1	0.0601762	3.47033	0.449372	0.00300054	1.8481	0.449372	1	0.00300054	-0.001163	0.06978
57.48	0.851516	0.0911603	0.00250974	0.0961798	0.947696	0.851516	0.0911603	0.0523039	0.026152	0.00501948	1	1	0.0601762	3.47033	0.449372	0.00293076	1.8481	0.449372	1	0.00293076	-0.001163	0.06978
57.54	0.852387	0.0907026	0.00248577	0.0956741	0.948061	0.852387	0.0907026	0.0519388	0.0259694	0.00497155	1	1	0.0601762	3.47033	0.449372	0.00286098	1.8481	0.449372	1	0.00286098	-0.001163	0.06978
57.6	0.85326	0.0902425	0.0024618	0.0951661	0.948427	0.85326	0.0902425	0.0515735	0.0257867	0.0049236	1	1	0.0601762	3.47033	0.449372	0.0027912	1.8481	0.449372	1	0.0027912	-0.001163	0.06978
57.66	0.854136	0.08978	0.00243783	0.0946556	0.948792	0.854136	0.08978	0.0512081	0.025604	0.00487565	1	1	0.0601762	3.47033	0.449372	0.00272142	1.8481	0.449372	1	0.00272142	-0.001163	0.06978
57.72	0.855015	0.0893151	0.00241385	0.0941428	0.949157	0.855015	0.0893151	0.0508425	0.0254213	0.00482769	1	1	0.0601762	3.47033	0.449372	0.00265164	1.8481	0.449372	1	0.00265164	-0.001163	0.06978
57.78	0.855896	0.0888477	0.00238987	0.0936275	0.949523	0.855896	0.0888477	0.0504768	0.0252384	0.00477973	1	1	0.0601762	3.47033	0.449372	0.00258186	1.8481	0.449372	1	0.00258186	-0.001163	0.06978
57.84	0.856779	0.0883779	0.00236588	0.0931097	0.949889	0.856779	0.0883779	0.050111	0.0250555	0.00473177	1	1	0.0601762	3.47033	0.449372	0.00251208	1.8481	0.449372	1	0.00251208	-0.001163	0.06978
57.9	0.857665	0.0879057	0.0023419	0.0925895	0.950255	0.857665	0.0879057	0.0497451	0.0248726	0.0046838	1	1	0.0601762	3.47033	0.449372	0.0024423	1.8481	0.449372	1	0.0024423	-0.001163	0.06978
57.96	0.858554	0.0874309	0.00231791	0.0920667	0.950621	0.858554	0.0874309	0.0493791	0.0246895	0.00463583	1	1	0.0601762	3.47033	0.449372	0.00237252	1.8481	0.449372	1	0.00237252	-0.001163	0.06978
58.02	0.859446	0.0869536	0.00229393	0.0915415	0.950987	0.859446	0.0869536	0.0490129	0.0245065	0.00458785	1	1	0.0601762	3.47033	0.449372	0.00230274	1.8481	0.449372	1	0.00230274	-0.001163	0.06978
58.08	0.86034	0.0864738	0.00226994	0.0910136	0.951353	0.86034	0.0864738	0.0486466	0.0243233	0.00453988	1	1	0.0601762	3.47033	0.449372	0.00223296	1.8481	0.449372	1	0.00223296	-0.001163	0.06978
58.14	0.861237	0.0859913	0.00224596	0.0904832	0.95172	0.861237	0.0859913	0.0482802	0.0241401	0.00449192	1	1	0.0601762	3.47033	0.449372	0.00216318	1.8481	0.449372	1	0.00216318	-0.001163	0.06978
58.2	0.862136	0.0855063	0.00222198	0.0899502	0.952086	0.862136	0.0855063	0.0479138	0.0239569	0.00444395	1	1	0.0601762	3.47033	0.449372	0.0020934	1.8481	0.449372	1	0.0020934	-0.001163	0.06978
58.26	0.863038	0.0850185	0.002198	0.0894145	0.952453	0.863038	0.0850185	0.0475472	0.0237736	0.004396	1	1	0.0601762	3.47033	0.449372	0.00202362	1.8481	0.449372	1	0.00202362	-0.001163	0.06978
58.32	0.863943	0.0845282	0.00217402	0.0888762	0.95282	0.863943	0.0845282	0.0471805	0.0235902	0.00434804	1	1	0.0601762	3.47033	0.449372	0.00195384	1.8481	0.449372	1	0.00195384	-0.001163	0.06978
58.38	0.864851	0.0840351	0.00215005	0.0883352	0.953186	0.864851	0.0840351	0.0468137	0.0234068	0.0043001	1	1	0.0601762	3.47033	0.449372	0.00188406	1.8481	0.449372	1	0.00188406	-0.001163	0.06978
58.44	0.865762	0.0835393	0.00212608	0.0877915	0.953553	0.865762	0.0835393	0.0464468	0.0232234	0.00425217	1	1	0.0601762	3.47033	0.449372	0.00181428	1.8481	0.449372	1	0.00181428	-0.001163	0.06978
58.5	0.866675	0.0830407	0.00210212	0.087245	0.95392	0.866675	0.0830407	0.0460798	0.0230399	0.00420425	1	1	0.0601762	3.47033	0.449372	0.0017445	1.8481	0.449372	1	0.0017445	-0.001163	0.06978
58.56	0.867592	0.0825394	0.00207817	0.0866957	0.954287	0.867592	0.0825394	0.0457128	0.0228564	0.00415634	1	1	0.0601762	3.47033	0.449372	0.00167472	1.8481	0.449372	1	0.00167472	-0.001163	0.06978
58.62	0.868511	0.0820352	0.00205422	0.0861436	0.954654	0.868511	0.0820352	0.0453456	0.0226728	0.00410844	1	1	0.0601762	3.47033	0.449372	0.00160494	1.8481	0.449372	1	0.00160494	-0.001163	0.06978
58.68	0.869433	0.0815281	0.00203028	0.0855887	0.955022	0.869433	0.0815281	0.0449784	0.0224892	0.00406056	1	1	0.0601762	3.47033	0.449372	0.00153516	1.8481	0.449372	1	0.00153516	-0.001163	0.06978
58.74	0.870358	0.0810182	0.00200635	0.0850309	0.955389	0.870358	0.0810182	0.0446112	0.0223056	0.0040127	1	1	0.0601762	3.47033	0.449372	0.00146538	1.8481	0.449372	1	0.00146538	-0.001163	0.06978
58.8	0.871286	0.0805054	0.00198243	0.0844702	0.955756	0.871286	0.0805054	0.0442438	0.0221219	0.00396486	1	1	0.0601762	3.47033	0.449372	0.0013956	1.8481	0.449372	1	0.0013956	-0.001163	0.06978
58.86	0.872217	0.0799896	0.00195852	0.0839066	0.956124	0.872217	0.0799896	0.0438765	0.0219382	0.00391705	1	1	0.0601762	3.47033	0.449372	0.00132582	1.8481	0.449372	1	0.00132582	-0.001163	0.06978
58.92	0.873151	0.0794708	0.00193463	0.08334	0.956491	0.873151	0.0794708	0.043509	0.0217545	0.00386925	1	1	0.0601762	3.47033	0.449372	0.00125604	1.8481	0.449372	1	0.00125604	-0.001163	0.06978
58.98	0.874088	0.078949	0.00191074	0.0827705	0.956858	0.874088	0.078949	0.0431416	0.0215708	0.00382148	1	1	0.0601762	3.47033	0.449372	0.00118626	1.8481	0.449372	1	0.00118626	-0.001163	0.06978
59.04	0.875028	0.0784241	0.00188687	0.0821979	0.957226	0.875028	0.0784241	0.0427741	0.021387	0.00377374	1	1	0.0601762	3.47033	0.449372	0.00111648	1.8481	0.449372	1	0.00111648	-0.001163	0.06978
59.1	0.875971	0.0778962	0.00186301	0.0816222	0.957593	0.875971	0.0778962	0.0424065	0.0212033	0.00372603	1	1	0.0601762	3.47033	0.449372	0.0010467	1.8481	0.449372	1	0.0010467	-0.001163	0.06978
59.16	0.876918	0.0773651	0.00183918	0.0810434	0.957961	0.876918	0.0773651	0.042039	0.0210195	0.00367835	1	1	0.0601762	3.47033	0.449372	0.00097692	1.8481	0.449372	1	0.00097692	-0.001163	0.06978
59.22	0.877867	0.0768309	0.00181535	0.0804616	0.958329	0.877867	0.0768309	0.0416714	0.0208357	0.00363071	1	1	0.0601762	3.47033	0.449372	0.00090714	1.8481	0.449372	1	0.00090714	-0.001163	0.06978
59.28	0.87882	0.0762934	0.00179155	0.0798765	0.958696	0.87882	0.0762934	0.0413038	0.0206519	0.0035831	1	1	0.0601762	3.47033	0.449372	0.00083736	1.8481	0.449372	1	0.00083736	-0.001163	0.06978
59.34	0.879776	0.0757527	0.00176776	0.0792882	0.959064	0.879776	0.0757527	0.0409363	0.0204681	0.00353553	1	1	0.0601762	3.47033	0.449372	0.00076758	1.8481	0.449372	1	0.00076758	-0.001163	0.06978
59.4	0.880735	0.0752087	0.001744	0.0786967	0.959431	0.880735	0.0752087	0.0405687	0.0202843	0.003488	1	1	0.0601762	3.47033	0.449372	0.0006978	1.8481	0.449372	1	0.0006978	-0.001163	0.06978
59.46	0.881697	0.0746614	0.00172026	0.078102	0.959799	0.881697	0.0746614	0.0402011	0.0201006	0.00344051	1	1	0.0601762	3.47033	0.449372	0.00062802	1.8481	0.449372	1	0.00062802	-0.001163	0.06978
59.52	0.882662	0.0741108	0.00169654	0.0775039	0.960166	0.882662	0.0741108	0.0398336	0.0199168	0.00339307	1	1	0.0601762	3.47033	0.449372	0.00055824	1.8481	0.449372	1	0.00055824	-0.001163	0.06978
59.58	0.883631	0.0735567	0.00167284	0.0769024	0.960534	0.883631	0.0735567	0.0394661	0.0197331	0.00334568	1	1	0.0601762	3.47033	0.449372	0.00048846	1.8481	0.449372	1	0.00048846	-0.001163	0.06978
59.64	0.884604	0.0729992	0.00164917	0.0762976	0.960901	0.884604	0.0729992	0.0390987	0.0195494	0.00329834	1	1	0.0601762	3.47033	0.449372	0.00041868	1.8481	0.449372	1	0.00041868	-0.001163	0.06978
